Pl Code Longitude  Latitude     Altitude rho_cos   rho_sin_phi  region         name
 3 H21  272.03173  +39.483057    212.609 0.772885  +0.632471    US/Illinois    Astronomical Research Observatory, Westfield
 3 H22  272.7371   +39.346375     83.384 0.77438   +0.63062     US/Indiana     Terre Haute
 3 H23  273.49858  +30.506292     10.842 0.862319  +0.504671    US/Florida     Pear Tree Observatory, Valparaiso
 3 H24  274.59881  +42.905314    254.743 0.733648  +0.677310    US/Michigan    J. C. Veen Observatory, Lowell
 3 H25  266.87082  +44.499312    289.465 0.714467  +0.697388    US/Minnesota   Harvest Moon Observatory, Northfield
 3 H26  270.78922  +42.785578    330.950 0.735075  +0.675789    US/Wisconsin   Doc Greiner Research Observatory, Janesvillle
 3 H27  266.23134  +38.829091    222.247 0.780074  +0.623645    US/Missouri    Moonglow Observatory, Warrensburg
 3 H28  263.23150  +33.275954    233.328 0.836912  +0.545569    US/Texas       Preston Hills Observatory, Celina
 3 H29  262.5494   +35.634360    341.184 0.81372   +0.57940     US/Oklahoma    Ivywood Observatory, Edmond
 3 H30  262.5558   +35.202408    381.655 0.81808   +0.57328     US/Oklahoma    University of Oklahoma Observatory, Norman
 3 H31  263.3300   +29.612413     78.502 0.87011   +0.49123     US/Texas       Star Ridge Observatory, Weimar
 3 H32  263.6334   +30.572720     67.886 0.86174   +0.50567     US/Texas       Texas A&M Physics Observatory, College Station
 3 H33  264.1217   +36.008030    220.118 0.80990   +0.58466     US/Oklahoma    Bixhoma Observatory, Bixby
 3 H34  264.8258   +32.309316    118.605 0.84600   +0.53143     US/Texas       Chapel Hill
 3 H35  264.9517   +39.362057    273.834 0.77423   +0.63085     US/Kansas      Leavenworth
 3 H36  264.29345  +38.797720    318.498 0.780428  +0.623229    US/Kansas      Sandlot Observatory, Scranton
 3 H37  265.2003   +43.258250    439.660 0.72947   +0.68182     US/Iowa        Grems Timmons Observatories, Graettinger
 3 H38  265.9864   +41.439768    311.220 0.75079   +0.65840     US/Iowa        Timberline Observatory, Urbandale
 3 H39  266.6828   +44.909571    302.332 0.70944   +0.70247     US/Minnesota   S.O.S. Observatory, Minneapolis
 3 H40  266.7306   +34.484766    211.687 0.82519   +0.56302     US/Arkansas    Nubbin Ridge Observatory
 3 H41  267.0742   +35.139585    307.630 0.81870   +0.57238     US/Arkansas    Petit Jean Mountain
 3 H42  267.5078   +42.733796    267.136 0.73568   +0.67512     US/Iowa        Wartburg College Observatory, Waverly
 3 H43  267.4998   +35.088442     60.415 0.81918   +0.57163     US/Arkansas    Conway
 3 H44  267.7982   +35.127814    168.545 0.81880   +0.57220     US/Arkansas    Cascade Mountain
 3 H45  267.0831   +35.119804    323.257 0.81890   +0.57210     US/Arkansas    Arkansas Sky Obs., Petit Jean Mountain South
 3 H46  265.7297   +39.003609    338.882 0.77818   +0.62602     US/Missouri    Ricky Observatory, Blue Springs
 3 H47  269.1439   +32.266216     40.962 0.84639   +0.53079     US/Mississipp  Vicksburg
 3 H48  265.0139   +37.513158    322.530 0.79424   +0.60565     US/Kansas      PSU Greenbush Observatory, Pittsburg
 3 H49  266.8636   +35.294819    129.734 0.81712   +0.57457     US/Arkansas    ATU Astronomical Observatory, Russellville
 3 H50  267.54139  +35.081608     96.806 0.819253  +0.571536    US/Arkansas    University of Central Arkansas Obs., Conway
 3 H51  270.4003   +43.119890    880.587 0.73117   +0.68011     US/Wisconsin   Greiner Research Observatory, Verona
 3 H52  270.67354  +42.438939    230.393 0.739151  +0.671335    US/Illinois    Hawkeye Observatory, Durand
 3 H53  271.22842  +37.945237    155.191 0.789618  +0.611581    US/Illinois    Thompsonville
 3 H54  271.6514   +44.615346    302.592 0.71305   +0.69883     US/Wisconsin   Cedar Drive Observatory, Pulaski
 3 H55  271.8558   +39.488125    221.716 0.77283   +0.63254     US/Illinois    Astronomical Research Observatory, Charleston
 3 H56  272.16764  +42.136354    197.320 0.742693  +0.667433    US/Illinois    Northbrook Meadow Observatory
 3 H57  275.97246  +40.735169    283.677 0.758850  +0.649150    US/Ohio        Ohio State University Observatory, Lima
 3 H58  273.3353   +34.656687    186.404 0.82349   +0.56548     US/Alabama     NASA/MSFC ALaMO, Redstone Arsenal
 3 H59  273.3651   +40.313104    243.022 0.76362   +0.64356     US/Indiana     Prairie Grass Observatory, Camp Cullom
 3 H60  273.86542  +39.973100    232.934 0.767435  +0.639034    US/Indiana     Heartland Observatory, Carmel
 3 H61  281.41689  +43.915830     94.697 0.721533  +0.690080    Canada/Ontari  Newcastle
 3 H62  274.4117   +42.930419    252.634 0.73335   +0.67763     US/Michigan    Calvin College Observatory
 3 H63  274.9276   +41.311195    311.976 0.75227   +0.65672     US/Indiana     DeKalb Observatory, Auburn
 3 H64  275.4364   +39.020939     91.728 0.77796   +0.62623     US/Kentucky    Thomas More College Observatory, Crestview Hills
 3 H65  275.4364   +38.840942    266.115 0.77995   +0.62381     US/Kentucky    Waltonfields Observatory, Walton
 3 H66  276.1460   +39.783577    312.370 0.76956   +0.63651     US/Ohio        Yellow Springs
 3 H67  276.16241  +42.297722    269.695 0.740813  +0.669522    US/Michigan    Stonegate Observatory, Ann Arbor
 3 H68  276.34824  +31.410266     86.601 0.854246  +0.518152    US/Georgia     Red Barn Observatory, Ty Ty
 3 H69  276.94463  +40.251222    271.611 0.764320  +0.642741    US/Ohio        Perkins Observatory, Delaware
 3 H70  277.4458   +35.600877    817.939 0.81412   +0.57897     US/North Caro  Asheville
 3 H71  276.48282  +31.560349     99.163 0.852885  +0.520378    US/Georgia     Chula
 3 H72  278.2258   +26.460316      9.051 0.89584   +0.44289     US/Florida     Evelyn L. Egan Observatory, Fort Myers
 3 H73  278.6351   +41.637437    248.358 0.74850   +0.66097     US/Ohio        Lakeland Astronomical Observatory, Kirtland
 3 H74  278.8747   +28.915559      6.858 0.87602   +0.48066     US/Florida     Bar J Observatory, New Smyrna Beach
 3 H75  278.91856  +41.547813    375.703 0.749551  +0.659816    US/Ohio        Indian Hill North Observatory, Huntsburg
 3 H76  279.4133   +25.657258     25.016 0.90197   +0.43036     US/Florida     Oakridge Observatory, Miami
 3 H77  279.7653   +26.079020     -1.355 0.89877   +0.43695     US/Florida     Buehler Observatory
 3 H78  282.70896   +1.212645   2586.683 1.000183  +0.021030    Colombia       University of Narino Observatory, Pasto
 3 H79  280.49270  +43.773878    200.719 0.723258  +0.688308    Canada/Ontari  York University Observatory, Toronto
 3 H80  285.33567  +40.348863     49.951 0.763194  +0.644015    US/New Jersey  Halsted Observatory, Princeton
 3 H81  283.61539  +42.458241    532.119 0.738959  +0.671615    US/New York    Hartung-Boothroyd Observatory, Ithaca
 3 H82  281.7839   +38.985492    187.675 0.77836   +0.62576     US/Virginia    CBA-NOVAC Observatory, Front Royal
 3 H83  282.6641   +38.902499    122.053 0.77926   +0.62463     US/Virginia    Timberlake Observatory, Oakton
 3 H84  282.4961   +42.993766    182.728 0.73259   +0.67843     US/New York    Northview Observatory, Mendon
 3 H85  283.0029   +39.031975     99.568 0.77784   +0.62638     US/Maryland    Silver Spring
 3 H86  283.1576   +39.114436     56.048 0.77693   +0.62749     US/Maryland    CBA-East Observatory, Laurel
 3 H87  282.4361   +37.618584     69.201 0.79309   +0.60708     US/Virginia    Fenwick Observatory, Richmond
 3 H88  283.7577   +39.475317     41.924 0.77295   +0.63235     US/Maryland    Hope Observatory, Belcamp
 3 H89  284.2975   +45.480550     22.266 0.70235   +0.70945     Canada/Quebec  Galaxy Blues Observatory, Gatineau
 3 H90  284.4731   +45.454982     44.168 0.70267   +0.70914     Canada/Ontari  Ottawa
 3 H91  285.04839  +44.678121    137.806 0.712263  +0.699590    US/New York    Reynolds Observatory, Potsdam
 3 H92  285.6211   +39.933838     33.854 0.76785   +0.63849     US/New Jersey  Arcturus Observatory
 3 H93  285.5758   +40.689822     73.279 0.75934   +0.64853     US/NJersey     Berkeley Heights
 3 H94  285.5439   +40.825066    134.965 0.75781   +0.65032     US/NJersey     Cedar Knolls
 3 H95  285.82120  +40.741760     30.152 0.758745  +0.649211    US/NJersey     NJIT Observatory, Newark
 3 H96  286.6142   +46.353842    132.875 0.69143   +0.72005     Canada/Quebec  Observatoire des Pleiades, Mandeville
 3 H97  287.20132  +41.811358    272.106 0.746487  +0.663233    US/Connecticu  Talcott Mountain Science Center, Avon
 3 H98  287.2655   +41.516924     54.950 0.74987   +0.65938     US/Connecticu  Dark Rosanne Obs., Middlefield
 3 H99  288.8036   +42.330584     30.724 0.74040   +0.66992     US/Massachuse  Sunhill Observatory, Newton
 3 I00  288.2294   +41.684554    123.744 0.74794   +0.66157     US/Rhode Isla  Carbuncle Hill Observatory, Coventry
 3 I01  288.86253  +42.307564     91.767 0.740677  +0.669630    US/Massachuse  Clay Center Observatory, Brookline
 3 I02  289.1949   -30.167725   2141.124 0.86558   -0.49976     Chile          Cerro Tololo Observatory, La Serena--2MASS
 3 I03  289.26626  -29.258822   2345.440 0.873440  -0.486052    Chile          European Southern Obs., La Silla--ASTROVIRTEL
 3 I04  289.3152   -29.989924    673.397 0.86693   -0.49697     Chile          Mamalluca Observatory
 3 I05  289.2980   -29.003554   2270.438 0.87559   -0.48217     Chile          Las Campanas Observatory-TIE
 3 I06  289.8061   +41.677592     33.057 0.74801   +0.66147     US/Massachuse  Werner Schmidt Obs., Dennis-Yarmouth Regional HS
 3 I07  288.0971   +42.129084    300.990 0.74279   +0.66735     US/Massachuse  Conlin Hill Observatory, Oxford
 3 I08  290.6932   -31.786778   2664.865 0.85116   -0.52394     Argentina      Alianza S4, Cerro Burek
 3 I09  289.80377  -24.597743   2705.711 0.910166  -0.413875    Chile          Cerro Armazones
 3 I10  291.8200   -22.952297   2431.716 0.92165   -0.38770     Chile          CAO, San Pedro de Atacama (until 2012)
 3 I11  289.26345  -30.240641   2715.440 0.865020  -0.500901    Chile          Gemini South Observatory, Cerro Pachon
 3 I12  288.87053  +42.647556     98.300 0.736679  +0.673998    US/Massachuse  Phillips Academy Observatory, Andover
 3 I13  282.93006  +38.914982     60.338 0.779116  +0.624793    US/Dist. of C  Burleith Observatory, Washington D.C.
 3 I14  288.58931  +42.339622     65.265 0.740298  +0.670040    US/Massachuse  Tigh Speuran Observatory, Framingham
 3 I15  288.70076  +41.761526      4.679 0.747034  +0.662558    US/Rhode Isla  Wishing Star Observatory, Barrington
 3 I16  291.82033  -22.953362   2398.547 0.921638  -0.387715    Chile          IAA-AI Atacama, San Pedro de Atacama
 3 I17  284.32206  +41.596355    400.641 0.748993  +0.660451    US/Pennsylvan  Thomas G. Cupillari Observatory, Fleetville
 3 I18  281.3067   +37.878395    536.966 0.79038   +0.61070     US/Virginia    Fan Mountain Observatory, Covesville
 3 I19  295.40711  -31.356805    863.573 0.854834  -0.517422    Argentina      Observatorio El Gato Gris, Tanti
 3 I20  295.68161  -33.106600    437.543 0.838551  -0.543122    Argentina      Observatorio Astronomico Salvador, Rio Cuarto
 3 I21  295.8281   -31.371056    452.376 0.85465   -0.51760     Argentina      El Condor Observatory, Cordoba
 3 I22  296.17399  +44.689361     90.320 0.712120  +0.699724    Canada/Nova S  Abbey Ridge Observatory, Stillwater Lake
 3 I23  292.26649  +44.520760      2.981 0.714173  +0.697623    US/Maine       Frosty Cold Observatory, Mash Harbor
 3 I24  282.2306   +38.342850    122.468 0.78534   +0.61702     US/Virginia    Lake of the Woods Observatory, Locust Grove
 3 I25  295.44381  -31.795292   1201.662 0.850887  -0.523945    Argentina      ECCCO Observatory, Bosque Alegre
 3 I26  295.8214   -31.424228    464.209 0.85417   -0.51839     Argentina      Observatorio Kappa Crucis, Cordoba
 3 I27  284.0006   +45.347441     95.776 0.70401   +0.70783     Canada/Ontari  Barred Owl Observatory, Carp
 3 I28  289.0889   +41.813840     30.905 0.74643   +0.66324     US/Massachuse  Starhoo Observatory, Lakeville
 3 I29  288.63304  +42.498408     60.234 0.738432  +0.672081    US/Massachuse  Middlesex School Observatory, Concord
 3 I30  299.3417   -32.984475     64.497 0.83966   -0.54131     Argentina      Observatorio Geminis Austral
 3 I31  299.3649   -32.953687     54.393 0.83995   -0.54086     Argentina      Observatorio Astronomico del Colegio Cristo Rey
 3 I32  299.3464   -32.980641     16.675 0.83969   -0.54125     Argentina      Observatorio Beta Orionis, Rosario
 3 I33  289.26631  -30.237926   2776.132 0.865052  -0.500865    Chile          SOAR, Cerro Pachon
 3 I34  284.1297   +40.146752    155.206 0.76548   +0.64134     US/Pennsylvan  Morgantown
 3 I35  301.5572   -34.807262     47.885 0.82198   -0.56762     Argentina      Sidoli
 3 I36  301.28271  -35.008112     26.061 0.819978  -0.570483    Argentina      Observatorio Los Campitos, Canuelas
 3 I37  301.35275  -34.440042      1.504 0.825603  -0.562360    Argentina      Astrodomi Observatory, Santa Rita
 3 I38  302.02141  -31.392540     37.679 0.854400  -0.517885    Uruguay        Observatorio Los Algarrobos, Salto
 3 I39  301.42661  -34.669660     33.927 0.823342  -0.565652    Argentina      Observatorio Cruz del Sur, San Justo
 3 I40  289.26061  -29.254610   2317.774 0.873472  -0.485986    Chile          La Silla--TRAPPIST
 3 I41  243.14022  +33.357339   1664.000 0.836322  +0.546875    US/California  Palomar Mountain--ZTF
 3 I42  288.9081   +41.596233     21.932 0.74895   +0.66041     US/Massachuse  Westport Observatory
 3 I43  261.90237  +32.216192    395.386 0.846901  +0.530084    US/Texas       Tarleton State University Obs., Stephenville
 3 I44  273.5176   +30.542034     59.200 0.86201   +0.50521     US/Florida     Northwest Florida State College, Niceville
 3 I45  301.4281   -34.677922     31.971 0.82326   -0.56577     Argentina      W Crusis Astronomical Observatory, San Justo
 3 I46  281.6108   +40.464743    332.805 0.76192   +0.64558     US/Pennsylvan  The Cottage Observatory, Altoona
 3 I47  290.5503   -35.495442   1394.125 0.81526   -0.57753     Argentina      Pierre Auger Observatory, Malargue
 3 I48  295.6757   -36.637775    139.771 0.80340   -0.59348     Argentina      Observatorio El Catalejo, Santa Rosa
 3 I49  253.98617  +35.709179   2085.219 0.813183  +0.580617    US/New Mexico  Sunflower Observatory, Santa Fe
 3 I50  254.47142  +32.903277   2223.377 0.840712  +0.540309    US/New Mexico  P2 Observatory, Mayhill
 3 I51  283.0547   +38.711560     17.782 0.78133   +0.62203     US/Maryland    Clinton
 3 I52  249.21108  +32.442573   2761.053 0.845109  +0.533609    US/Arizona     Steward Observatory, Mt. Lemmon Station
 3 I53  356.3783   +37.140060    668.536 0.79822   +0.60052     Spain          Armilla
 3 I54  353.03081  +38.849002    192.307 0.779853  +0.623912    Spain          Observatorio Las Vaguadas, Badajoz
 3 I55  359.64214  +39.491506     26.918 0.772769  +0.632566    Spain          Valencia
 3 I56  357.71066  +36.849853     56.089 0.801182  +0.596429    Spain          Observatorio Astronomico John Beckman, Almeria
 3 I57  359.3256   +38.301573    159.427 0.78579   +0.61646     Spain          Elche
 3 I58  359.5374   +39.556598    126.971 0.77206   +0.63345     Spain          Betera
 3 I59  356.1558   +43.415709     21.985 0.72754   +0.68377     Spain          Observatorio Fuente de los matos, Muriedas
 3 I60  357.1781   +47.722283     86.074 0.67397   +0.73630     France         Guernanderf
 3 I61  352.1494   +42.326604    231.949 0.74047   +0.66989     Spain          Ourense
 3 I62  356.42639  +40.009691    619.317 0.767072  +0.639561    Spain          Observatorio Helios Ontigola
 3 I63  358.8330   +51.085851     80.634 0.62944   +0.77446     UK/England     Cygnus Observatory, New Airesford
 3 I64  359.29386  +51.519441     27.111 0.623532  +0.779182    UK/England     Maidenhead
 3 I65  355.0796   +36.736299    729.935 0.80245   +0.59491     Spain          Yunquera
 3 I66  312.0000   -15.857427   1093.369 0.96235   -0.27153     Brazil         Taurus Australis Observatory, Brasilia
 3 I67  359.08753  +51.306464     68.739 0.626440  +0.776870    UK/England     Hartley Wintney
 3 I68  312.4981   -14.317305   1122.439 0.96931   -0.24573     Brazil         Pousada dos Anoes Observatory
 3 I69  352.0069   +31.627448    444.626 0.85232   +0.52140     Morocco        AGM Observatory, Marrakech
 3 I70  359.94158  +52.926531      7.925 0.604128  +0.794217    UK/England     Gedney House Observatory, Kirton
 3 I71  353.6698   +39.449234    549.267 0.77330   +0.63205     Spain          Observatorio Los Milanos, Caceres
 3 I72  355.9849   +40.711357   1205.070 0.75923   +0.64893     Spain          Observatorio Carpe-Noctem, Madrid
